Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2015,Somalia,SOM,64.08664484,8.37885234,27.53450393,2.84291959,4.3,,,,,55.056,60,18.597,13806.977,177.0671602,2.984784122,1.685679105,0.561235661,0.316962027,14.96676215,8.452590605,1.387950875,0.783855613,2.861710716,1.616172481,9.701999664,41.42599869
2019,Somalia,SOM,61.01646017,9.104512742,29.87902607,2.19059515,4.3,,,,,57.249,53.3,18.828,16030.977,186.036952,3.402943928,1.82917635,0.670007058,0.360147299,17.05242695,9.16615047,1.48593219,0.798729593,3.248740223,1.746287599,9.479000092,41.87400055
2020,Somalia,SOM,61.01646017,9.104512742,29.87902607,2.24750042,4.3,,,,,57.095,51.1,19.413,16651.2,193.5682987,3.687484358,1.905004271,0.738623121,0.38158269,18.49310357,9.553787316,1.541700334,0.796463235,3.492805316,1.804430447,9.479000092,41.87400055
2021,Somalia,SOM,61.01646017,9.104512742,29.87902607,2.56882048,6.5,,,,,55.703,50.7,19.662,17271.436,209.6516379,3.579065805,1.707148984,0.698705727,0.333269864,17.79904974,8.489821456,1.522846573,0.726369986,3.406143288,1.624668103,9.479000092,41.87400055
2000,South Africa,ZAF,47.87912024,12.87029485,39.25058544,7.3366189,7,4.908810139,44.9,1.3,5.6,58.368,3.7,22.714,47159.725,529.7950624,13.38594005,2.526626049,3.102367552,0.585578797,58.07705733,10.96217414,4.751106819,0.896782012,5.95076108,1.12321943,5.415999889,56.40499878
2010,South Africa,ZAF,48.88332345,10.3024794,40.81419651,7.79358244,7,5.134970188,51.3,0.9,4.7,58.886,4.6,24.683,52344.049,667.1237621,26.81651096,4.01972055,5.163030318,0.773923912,94.16507355,14.11508312,6.819526042,1.022228023,11.75576742,1.762156902,4.110000134,62.2140007
2015,South Africa,ZAF,37.26674073,12.42279239,50.31046795,8.05304241,7,5.482850075,50.5,0.9,4.8,64.053,6.5,25.149,56723.55,565.2893346,31.36888266,5.549172918,6.36428379,1.125845368,99.92354639,17.67653134,6.042859083,1.068985157,13.76858175,2.435669825,5.350999832,54.375
2019,South Africa,ZAF,35.68035783,12.98958582,51.3300566,8.24652576,7,5.911580086,50.5,0.9,4.8,66.071,6.2,28.468,59587.888,549.2210625,31.5039019,5.736105923,7.950634758,1.447620148,102.9656519,18.74757888,5.84692986,1.064585876,14.78996547,2.692898448,5.348999977,53.77500153
2020,South Africa,ZAF,35.68035783,12.98958582,51.3300566,9.01329231,7,6.170670033,50.5,0.9,4.8,65.15,6.9,29.217,60562.383,634.1308073,38.32449579,6.043626228,9.117326506,1.437767476,119.9431507,18.91457556,6.589797038,1.039185758,16.92736427,2.669380524,5.348999977,53.77500153
2021,South Africa,ZAF,35.68035783,12.98958582,51.3300566,8.67432785,10.8,6.549029827,50.5,0.9,4.8,62.01,7.7,34.007,61502.601,778.9048593,34.17784292,4.387935511,6.919618372,0.888377867,101.6780647,13.05397746,6.039171439,0.775341348,14.87011902,1.909105951,5.348999977,53.77500153
2000,South Sudan,SSD,74.60906022,7.555684399,17.83525628,15.957304,6.5,1.045330048,33.2,1.3,8.6,47.591,19.6,12.325,6032.272,89.86637146,0.749007584,0.83346815,0.18972532,0.211119373,4.343868726,4.833697695,0.389205397,0.433093482,0.715353835,0.796019494,8.262999535,42.99100113
2010,South Sudan,SSD,67.91377192,8.526782662,23.55944496,15.957304,6.5,1.045330048,33.2,1.3,8.6,57.485,19.6,12.503,9745.964,94.66533921,1.217603734,1.286219164,0.387339924,0.409167629,6.115632163,6.460265409,0.424449194,0.448368112,1.163378811,1.228938512,7.337999821,44.88000107
2015,South Sudan,SSD,62.96906827,11.74867865,25.28225248,15.957304,6.5,1.465559959,33.2,1.3,8.6,39.757,19.6,12.485,11107.567,101.8472075,1.581228593,1.552549777,0.384013279,0.377048412,7.560951575,7.423818247,0.515772957,0.506418359,1.577046349,1.548443387,8.24600029,44.79100037
2019,South Sudan,SSD,61.30458252,10.75490113,27.9405169,9.03741074,6.5,1.565392256,33,1.8,9.6,58.129,19.6,12.709,10423.396,92.6411961,1.93406257,2.087691709,0.388521815,0.419383419,8.821660092,9.522394424,0.570735565,0.616071024,1.927806689,2.080938902,8.609000206,44.75600052
2020,South Sudan,SSD,61.30458252,10.75490113,27.9405169,9.31798267,6.5,1.565392256,33,1.8,9.6,57.648,19.6,14.319,10698.475,96.37127811,2.169799345,2.251500019,0.431638177,0.447890892,9.829426405,10.19953932,0.616645488,0.639864387,2.134368574,2.214735153,8.609000206,44.75600052
2021,South Sudan,SSD,61.30458252,10.75490113,27.9405169,6.25598812,6.5,1.565392256,33,1.8,9.6,57.047,19.3,14.029,10865.783,100.4513824,2.246530752,2.236435873,0.44165474,0.439670146,10.14059388,10.0950267,0.636643456,0.633782672,2.229222895,2.21920579,8.609000206,44.75600052
2000,Spain,ESP,4.923857635,4.479839828,90.59630254,6.7992177,6.3,4.166049957,25.4,2.6,12.3,78.96585366,2.5,13.785,41019.781,360.9196039,8.08983202,2.241449878,17.05710556,4.72601249,125.9133236,34.88680644,0.852286349,0.236142992,7.895550417,2.187620271,19.01300049,26.07500076
2010,Spain,ESP,4.582139695,3.609927146,91.80793547,9.1189127,6.3,4.856080055,26,2.1,12,81.62682927,2.5,19.86,46840.479,383.62024,8.144532022,2.12307151,27.29075022,7.114001654,119.7359723,31.21211027,1.062118176,0.276867085,9.453332029,2.464242249,18.40399933,25.9810009
2015,Spain,ESP,5.324213744,3.416332199,91.25945437,9.12383366,6.3,4.284570217,26.2,1.9,11.8,82.83170732,2.5,22.057,46683.688,420.9615332,8.012043329,1.90327208,38.05475566,9.039960344,122.9096932,29.19736925,1.17044699,0.278041317,9.972565615,2.368996887,17.3239994,26.07099915
2019,Spain,ESP,5.610444665,3.622101625,90.76745363,9.1348772,6.3,4.230219841,24.9,2,12.3,83.83170732,2.5,14.104,47435.123,419.3290443,7.761881601,1.851024084,39.53077295,9.427148796,116.1730115,27.70449913,1.036605331,0.247205707,10.79055703,2.573291112,18.32999992,25.45000076
2020,Spain,ESP,5.610444665,3.622101625,90.76745363,10.73210335,6.3,4.895400047,25,1.9,12.1,82.23170732,2.5,15.532,47679.499,495.7347469,9.049961065,1.825565208,39.27071101,7.92171847,119.0681334,24.01851678,0.986202503,0.198937538,11.51947104,2.323716688,18.53000069,24.94000053
2021,Spain,ESP,5.610444665,3.622101625,90.76745363,10.30862141,10.3,4.865069866,24.7,2.2,12.3,83.17804878,2.5,14.781,47735.675,451.7088666,8.633583184,1.911315855,35.38571103,7.833742848,118.4095696,26.21369169,0.835372823,0.184936114,11.67752404,2.58518814,18.11199951,25.09199905
2000,Sri Lanka,LKA,11.17984096,14.45717276,74.36298531,4.10818672,7.5,2.055900097,32.7,3,10.5,71.179,16.6,7.74,19293.055,121.9986844,5.2587638,4.310508612,1.735861863,1.422852936,39.7277595,32.56408844,2.448939291,2.007348934,3.725183686,3.053462177,11.58500004,41.91699982
2010,Sri Lanka,LKA,8.266989581,15.76525851,75.96775357,3.7414515,7.5,1.66178,29.6,3.3,11.6,74.463,10.5,4.784,20879.092,130.5408802,9.020009295,6.909719992,2.510398746,1.923074781,46.47237816,35.5998658,2.050785623,1.57099111,3.865697661,2.961292781,10.53299999,44.45999908
2015,Sri Lanka,LKA,9.220567596,8.106323069,82.67311054,3.6826396,7.5,2.109980106,31.9,3,11,75.99,5.2,4.519,21729.969,132.774439,10.99232272,8.278944958,3.077617566,2.317929257,52.03290157,39.18894478,2.032072738,1.530469836,4.55153953,3.428023922,11.44400024,41.72800064
2019,Sri Lanka,LKA,9.470242124,8.011052825,82.51870485,3.89904952,7.5,1.987810016,30.8,3.1,11.1,76.698,4,4.67,22410.554,136.5675447,11.68611147,8.557019531,3.515100352,2.573891447,53.12378901,38.89927811,1.983192299,1.45216955,4.982660561,3.648495382,12.07900047,39.72600174
2020,Sri Lanka,LKA,9.470242124,8.011052825,82.51870485,4.06134748,7.5,1.557923913,30.8,3.1,11.1,76.928,3.8,5.364,22561.817,105.5799079,9.057355433,8.578673364,3.005262746,2.846434333,40.8297095,38.6718556,1.509048451,1.429295101,3.88480262,3.679490444,12.07900047,39.72600174
2021,Sri Lanka,LKA,9.470242124,8.011052825,82.51870485,4.02830219,11.3,1.506505847,30.8,3.1,11.1,76.278,3.8,4.981,22700.383,148.8990546,11.29126172,7.583165491,3.743765099,2.514297428,51.42892527,34.53945724,1.883435109,1.264907366,4.84489958,3.253814871,12.07900047,39.72600174
2000,Sudan,SDN,53.94573371,10.04838902,36.00587717,3.60664487,8.6,1.012179971,26.7,2.6,11.7,58.946,9.2,15.608,27816.744,234.4409568,1.138126917,0.485464201,1.227166175,0.523443596,47.97501836,20.46358239,2.260582671,0.964243919,2.032672705,0.867029692,10.56000042,41.75600052
2010,Sudan,SDN,44.79891642,10.48123182,44.71985072,5.05810165,8.6,2.022130013,26.7,2.6,11.7,62.979,9.2,15.161,35414.398,222.4938417,1.771364526,0.796140923,1.608964262,0.72315002,51.83360598,23.29664749,1.933152873,0.8688568,2.906914324,1.306514509,10.40600014,43.52299881
2015,Sudan,SDN,38.13089125,11.42915141,50.43995596,5.81112576,8.6,2.022130013,27.8,3.2,12.1,64.375,9.2,14.347,40024.438,225.4533442,2.408669506,1.068367167,1.867611464,0.828380466,58.87637936,26.11466225,1.995890354,0.885278664,4.034597039,1.789548544,11.54699993,44.39899826
2019,Sudan,SDN,35.54565104,10.50910328,53.94524621,4.57118368,8.6,2.022130013,27.8,3.2,12.1,65.803,10.8,11.658,45548.184,237.9721461,3.068983888,1.289639959,2.203971528,0.926146847,67.54841467,28.38500883,2.032453573,0.854072044,5.060939627,2.126694116,11.54699993,44.39899826
2020,Sudan,SDN,35.54565104,10.50910328,53.94524621,3.00965381,8.6,2.022130013,27.8,3.2,12.1,65.124,11.1,11.958,46789.242,257.8875912,3.3262728,1.289814987,2.363162398,0.916353667,71.2558394,27.63058086,2.0692955,0.80240212,5.385849518,2.088448496,11.54699993,44.39899826
2021,Sudan,SDN,35.54565104,10.50910328,53.94524621,2.83127832,18.9,2.022130013,27.8,3.2,12.1,64.46,11,11.044,48066.928,276.7695523,3.275575074,1.183502682,2.199170496,0.794585415,68.10757579,24.60804493,1.93187898,0.698009938,5.229998915,1.889658336,11.54699993,44.39899826
2000,Suriname,SUR,20.47137328,13.60812639,65.92050132,5.87092161,8.9,5.534796238,,,,64.409,11.1,12.983,476.655,2.562273584,0.107994493,4.214791656,0.021106745,0.82375062,0.699777397,27.31079934,0.012445195,0.485709049,0.086854443,3.389741181,7.480000019,41.97000122
2010,Suriname,SUR,16.28462666,12.57074212,71.14463093,4.6978569,8.9,5.534796238,,,,69.626,7.9,7.15,549.943,3.082300496,0.160488859,5.206788232,0.040184617,1.303721591,0.876566417,28.43870732,0.013250719,0.429897061,0.148293529,4.811131475,7.480000019,41.97000122
2015,Suriname,SUR,13.97810038,10.54553878,75.47636021,5.80808163,8.9,5.534796238,,,,70.567,9.1,7.22,581.656,3.449171661,0.203384215,5.896610399,0.049974589,1.448886698,1.039140056,30.1272351,0.014719618,0.426758068,0.199937573,5.796683756,7.480000019,41.97000122
2019,Suriname,SUR,11.81466259,9.575600069,78.60973639,8.52921391,8.9,6.778573036,,,,71.773,9.1,7.556,605.786,3.824430485,0.237047941,6.198254672,0.058935834,1.541035577,1.1683035,30.5484308,0.015599204,0.407883047,0.231352468,6.049331243,7.480000019,41.97000122
2020,Suriname,SUR,11.81466259,9.575600069,78.60973639,6.67584229,8.9,4.584257126,,,,72.321,9.3,8.76,612.33,3.994478954,0.245042147,6.134520911,0.060792579,1.521915108,1.195023277,29.91687503,0.016243583,0.406650851,0.240506773,6.020979843,7.480000019,41.97000122
2021,Suriname,SUR,11.81466259,9.575600069,78.60973639,5.46009398,12.7,4.131549835,,,,68.943,9.8,8.491,617.917,5.188403692,0.212870671,4.102816273,0.05678147,1.094391898,0.990636529,19.09328163,0.014032575,0.270460354,0.20667027,3.983311296,7.480000019,41.97000122
2000,Sweden,SWE,5.456544238,4.430365633,90.11308657,7.32689953,4.2,6.740149975,21.8,4,14.1,79.64390244,2.5,5.466,8872.108,93.49579858,1.627739066,1.740975627,4.426920748,4.734887359,43.22127972,46.22804488,0.20759335,0.22203495,0.980582747,1.048798729,23.40999985,22.20000076
2010,Sweden,SWE,4.538882438,4.822455092,90.63866428,8.31963825,4.2,6.522689819,21.8,3.2,14.2,81.45121951,2.5,8.61,9378.238,90.53982476,1.757932376,1.941612302,7.08260976,7.822645758,36.67430069,40.50626428,0.136780977,0.151072721,1.072753813,1.184841937,22.72200012,22.41200066
2015,Sweden,SWE,5.873829125,5.159314466,88.96685851,10.80418396,4.2,7.443900108,22.9,2.9,13.9,82.20487805,2.5,7.432,9799.48,92.32238955,1.736108789,1.88048511,9.048618342,9.801109336,32.60698378,35.31860899,0.154259617,0.167087981,1.280228426,1.386693339,21.79800034,23.86800003
2019,Sweden,SWE,5.915461772,5.037458739,89.04707592,10.83224297,4.2,7.638510227,22.7,2.9,13.8,83.1097561,2.5,6.833,10279.125,88.86022575,1.738898643,1.956891993,10.15995433,11.43363552,28.65053838,32.24225252,0.134761138,0.151655183,1.468425753,1.652511842,21.37800026,24.07799911
2020,Sweden,SWE,5.915461772,5.037458739,89.04707592,11.33296967,4.2,7.925610065,22.4,3,13.8,82.35609756,2.5,8.291,10353.695,98.27329367,1.932929751,1.966892203,10.38398928,10.56644068,28.21666232,28.71244188,0.146722308,0.149300285,1.593320885,1.621316255,21.75200081,23.00200081
2021,Sweden,SWE,5.915461772,5.037458739,89.04707592,11.10180569,5,7.572199821,22.7,2.8,13.7,83.05609756,2.5,8.722,10416.129,92.11577357,1.880087484,2.041004934,9.369702712,10.17165937,27.79491336,30.17389127,0.102707422,0.111498192,1.580206263,1.715456758,21.29999924,24.01000023
2000,Switzerland,CHE,5.382722551,6.145066819,88.4722119,9.13442421,5.9,4.658780098,25.5,3.2,12.2,79.6804878,2.5,2.658,7184.007,62.51328462,1.460938848,2.337005416,2.693124368,4.308083289,24.68158009,39.48213606,0.18796974,0.300687671,0.5575779,0.891935056,19.83200073,25.9829998
2010,Switzerland,CHE,3.630471047,5.673781414,90.69574857,10.00535202,5.9,4.802100182,25.4,3.1,12.5,82.24634146,2.5,4.808,7825.756,61.78558767,1.043877068,1.689515479,5.419210467,8.770994453,21.68681109,35.100113,0.106506116,0.172380194,0.882396809,1.428159612,19.95000076,25.97999954
2015,Switzerland,CHE,4.594820824,5.696799303,89.70837759,11.00444603,5.9,4.99559021,25.2,3.2,12.5,82.89756098,2.5,4.801,8283.941,67.84708945,1.080642875,1.592762318,6.920045184,10.19947243,21.98455356,32.40309016,0.09037429,0.133202898,1.127490098,1.661810562,20.09000015,25.95999908
2019,Switzerland,CHE,4.74880947,5.698268638,89.55292437,11.42588997,5.9,5.014389992,26.6,2.9,12.2,83.90487805,2.5,4.394,8577.535,68.02955327,0.95317351,1.401116815,7.361142873,10.82050744,20.94527453,30.78849342,0.092881252,0.136530739,1.23153391,1.810292514,19.73200035,25.99300003
2020,Switzerland,CHE,4.74880947,5.698268638,89.55292437,12.00404072,5.9,5.276760101,26.4,3,12.2,83,2.5,4.817,8640.582,76.51251157,0.821759485,1.074019749,7.230772394,9.450444439,21.29014362,27.82570221,0.090342915,0.118076002,1.324828324,1.731518541,19.44599915,26.80500031
2021,Switzerland,CHE,4.74880947,5.698268638,89.55292437,12.00465584,4.6,5.037089825,26.4,3,12.2,83.75121951,2.5,5.013,8707.024,71.49269618,0.893102222,1.249221626,6.42953023,8.993268646,20.47352163,28.63722132,0.057417155,0.080311917,1.273634832,1.781489438,19.69000053,26.39999962
2000,Syrian Arab Republic,SYR,14.89124031,8.357859463,76.75090072,4.55400705,9.9,4.54640007,29.9,3,11.1,70.856,7.7,9.587,16637.899,72.09329294,1.266452274,1.756685292,0.834215481,1.157133275,33.39473118,46.32155062,0.797816735,1.10664488,2.566499455,3.559969798,17.78199959,29.59000015
2010,Syrian Arab Republic,SYR,12.56891618,9.101941381,78.32914435,3.22704148,9.9,5.130139828,31.6,2.6,10.3,73.542,5.2,8.61,22482.421,85.55439085,1.521883667,1.778849282,1.308807169,1.529795439,38.65261908,45.17900098,0.858269397,1.003185679,3.150662472,3.682642634,19.26199913,28.10300064
2015,Syrian Arab Republic,SYR,5.608959156,54.22988355,40.16115841,3.47905326,9.9,5.130139828,31.6,2.6,10.3,63.265,10.8,14.243,19424.627,180.9739129,1.664012151,0.919476252,1.431621418,0.791065074,40.95647039,22.63114596,0.896838671,0.495562402,3.778014583,2.087601755,19.26199913,28.10300064
2019,Syrian Arab Republic,SYR,10.65661293,14.13072492,75.21266242,3.94000149,9.9,5.130139828,31.6,2.6,10.3,70.97,26.4,13.36,20353.541,124.0453317,1.832251654,1.477082313,1.56031433,1.257858162,44.23821367,35.66294118,0.851435042,0.686390234,4.095925145,3.301958317,19.26199913,28.10300064
2020,Syrian Arab Republic,SYR,10.65661293,14.13072492,75.21266242,3.71555972,9.9,5.130139828,31.6,2.6,10.3,71.944,29.6,15.191,21049.437,108.4786693,1.960872072,1.807610735,1.653076674,1.523872559,46.92150642,43.25413163,0.890675408,0.821060411,4.372737986,4.030965731,19.26199913,28.10300064
2021,Syrian Arab Republic,SYR,10.65661293,14.13072492,75.21266242,4.70613527,14.9,5.130139828,31.6,2.6,10.3,72.418,32.2,14.877,21628.848,108.9611859,1.981664778,1.818688703,1.664229547,1.52735998,46.96457448,43.10211394,0.88700004,0.814051382,4.441183739,4.075931906,19.26199913,28.10300064
2000,Tajikistan,TJK,38.48558529,8.885902088,52.62851314,4.26492405,6.3,2.328710079,25.6,3.3,12.3,63.542,40.1,4.15,6284.74,41.11598973,0.452955395,1.101652662,0.289210482,0.703401485,12.00624081,29.20090429,0.272277405,0.662217805,0.095467776,0.232191361,19.71500015,24.71299934
2010,Tajikistan,TJK,22.30151737,7.976367501,69.72211274,5.73543453,6.3,4.006750107,24.1,3.4,12.7,68.37,24.9,11.542,7652.145,38.55696617,0.557808057,1.446711483,0.376357656,0.976108063,14.62752775,37.93744477,0.266278278,0.690610035,0.104305362,0.270522743,19.28300095,25.14800072
2015,Tajikistan,TJK,20.93795008,7.509450593,71.55259876,6.90735912,6.3,4.967740059,26.4,3,12,69.665,16.3,11.485,8643.842,37.43290092,0.608074554,1.624438768,0.444209066,1.186680849,13.45258158,35.93785479,0.231826988,0.619313445,0.115541115,0.308661931,18.24200058,26.61300087
2019,Tajikistan,TJK,19.49272772,7.319257344,73.18801518,6.9476676,6.3,5.484276295,26.4,3,12,70.962,9.9,11.419,9529.973,37.2640496,0.669054036,1.795441031,0.501382649,1.34548621,13.66368576,36.6672058,0.225145139,0.604188598,0.122109812,0.327687981,18.24200058,26.61300087
2020,Tajikistan,TJK,19.49272772,7.319257344,73.18801518,8.8903532,6.3,5.737252712,26.4,3,12,68.605,9.4,12.321,9749.323,48.17895346,0.663733157,1.377641292,0.585806819,1.215897766,14.5457119,30.19100843,0.236290233,0.490442852,0.11491019,0.238507028,18.24200058,26.61300087
2021,Tajikistan,TJK,19.49272772,7.319257344,73.18801518,8.37504482,6.6,5.701633453,26.4,3,12,69.594,9.5,12.333,9966.924,44.78868477,0.715721181,1.597995531,0.557941403,1.245719552,14.62736274,32.65861192,0.243934669,0.544634589,0.123776402,0.276356411,18.24200058,26.61300087
2000,Thailand,THA,23.93471955,12.7900947,63.2751835,3.10125351,7.5,5.25345993,33.7,2.6,9.6,71.205,17.4,2.389,63007.829,410.3713875,10.71041305,2.609931729,6.309747884,1.537570132,72.65218337,17.70400802,3.327954326,0.810961589,10.82479887,2.637805462,14.60900021,32.9280014
2010,Thailand,THA,16.12526176,12.63783556,71.2369036,3.39009809,7.5,3.508440018,30.7,2.7,10.4,75.012,10.1,0.622,68579.449,438.1607174,14.54203582,3.31888169,11.71472392,2.673613462,95.33682336,21.75841411,3.482561,0.794813607,16.93011466,3.863905181,15.63700008,30.57600021
2015,Thailand,THA,15.76053643,10.42200102,73.81746288,3.8522861,7.5,3.86397624,28.4,3.2,11.3,76.563,7.4,0.597,70540.799,457.5310323,17.27592189,3.775901669,15.65729032,3.422126416,101.0377549,22.08325725,3.450724591,0.754205583,20.52279829,4.485553294,16.94000053,28.72699928
2019,Thailand,THA,13.90396992,9.514064698,76.58196686,3.78911877,7.5,3.022214174,27.2,3.3,11.5,77.197,6.4,0.716,71522.27,530.0287325,22.65939634,4.275126035,20.30346813,3.830635376,124.9068976,23.5660616,4.042120038,0.762622815,29.03189785,5.477419632,17.30800056,27.7840004
2020,Thailand,THA,13.90396992,9.514064698,76.58196686,4.35724688,7.5,3.153141737,27,3.2,11.5,77.331,6.1,1.099,71641.478,558.3322755,23.95853767,4.291089504,21.28052017,3.811443669,130.8413859,23.43432247,4.159009129,0.744898569,30.6652259,5.492289672,17.18899918,27.61700058
2021,Thailand,THA,13.90396992,9.514064698,76.58196686,5.15337038,9.7,2.982124329,27.1,3.2,11.5,77.606,5.8,1.215,71727.338,633.2487239,24.8622455,3.926142219,21.25744173,3.356886627,134.7076304,21.27246772,4.233760849,0.668577873,31.75830455,5.015139131,17.27599907,27.6609993
2000,Timor-Leste,TLS,62.26468698,7.57759631,30.15771697,2.84187031,7.5,8.670149803,28.2,3,11.5,58.097,42.4,3.477,745.103,6.083962995,0.047275085,0.777044259,0.01831152,0.30098013,0.730643202,12.00933014,0.062454576,1.026544315,0.070334306,1.15606071,17.66900063,30.56399918
2010,Timor-Leste,TLS,45.14925903,7.613416095,47.2373253,6.47058821,7.5,11.10657978,22.9,4.1,13.5,63.66,19.6,3.301,1084.7,7.215166943,0.113124212,1.567866863,0.051619445,0.715429673,1.704433606,23.62292681,0.093061223,1.289799997,0.150654955,2.088031446,21.00600052,26.65600014
2015,Timor-Leste,TLS,44.58487159,7.047278044,48.3678515,7.67216587,7.5,6.292498112,24,4,13.4,65.326,12.2,3.678,1205.145,7.930807582,0.130619142,1.646984125,0.068856317,0.868213188,2.00443619,25.27404894,0.097983459,1.235478964,0.172824271,2.179150983,20.90999985,27.16200066
2019,Timor-Leste,TLS,40.05523742,6.860819271,53.0839424,6.02679253,7.5,4.179688931,24,4,13.4,66.496,14.5,3.097,1300.954,8.614683659,0.164326963,1.907521729,0.088347067,1.025540462,2.458359569,28.5368525,0.110663311,1.28458937,0.214061063,2.484839513,20.90999985,27.16200066
2020,Timor-Leste,TLS,40.05523742,6.860819271,53.0839424,9.93865013,7.5,3.652873516,24,4,13.4,66.919,15.4,2.782,1326.066,8.578647623,0.152079065,1.772762695,0.089478974,1.043042893,2.302690277,26.84211286,0.102659088,1.196681484,0.197887209,2.30674131,20.90999985,27.16200066
